1.01757	5360
1.06134	5896
1.07971	6432
1.10947	7504
1.14275	8576
1.17603	9648
1.20931	10720
1.24259	11792
1.27587	12864
1.30915	13936
1.34243	15008
1.37571	16080
1.40899	17152
1.44227	18224
1.47555	19296
1.50883	20368
1.54211	21440
1.57539	22512
1.60867	23048
1.64195	24120
1.67523	25192
1.70851	26264
1.74179	27336
1.77507	28408
1.80835	29480
1.84163	30552
1.87491	31624
1.90819	32696
1.94147	33768
1.97475	34840
2.00803	35912
2.04131	36984
2.07459	38056
2.10787	39128
2.14115	40200
2.17443	40736
2.20771	41808
2.24099	42880
2.27427	43952
2.30755	45024
2.34083	46096
2.37411	47168
2.40739	48240
2.44067	49312
2.47395	50384
2.50723	51456
2.54051	52528
2.57379	53600
2.60707	54672
2.64035	55744
2.67363	56816
2.70691	57888
2.74019	58424
2.77347	59496
2.80675	60568
2.84003	61640
2.87331	62712
2.90659	63784
2.93987	64856
2.97315	65928
3.00643	67000
3.03971	68072
3.07299	69144
3.10627	70216
3.13955	71288
3.17283	72360
3.20611	73432
3.23939	74504
3.27267	75576
3.30595	76112
3.33923	77184
3.37251	78256
3.40579	79328
3.43907	80400
3.47235	81472
3.50563	82544
3.53891	83616
3.57219	84688
3.60547	85760
3.63875	86832
3.67203	87904
3.70531	88976
3.73859	90048
3.77187	91120
3.80515	92192
3.83843	92728
3.87171	93800
3.90499	94872
3.93827	95944
3.97155	97016
4.00483	98088
4.03811	99160
4.07139	100232
4.10467	101304
4.13795	102376
4.17123	103448
4.20451	104520
4.23779	105592
4.27107	106664
4.30435	107736
4.33763	108808
4.37091	109880
4.40419	110416
4.43747	111488
4.47075	112560
4.50403	113632
4.53731	114704
4.57059	115776
4.60387	116848
4.63715	117920
4.67043	118992
4.70371	120064
4.73699	121136
4.77027	122208
4.80355	123280
4.83683	124352
4.87011	125424
4.90339	126496
4.93667	127568
4.96995	128104
5.00323	129176
5.03651	130248
5.06979	131320
5.10307	132392
5.13635	133464
5.16963	134536
5.20291	135608
5.23619	136680
5.26947	137752
5.30275	138824
5.33603	139896
5.36931	140968
5.40259	142040
5.43587	143112
5.46915	144184
5.50243	145256
5.53571	145792
5.56899	146864
5.60227	147936
5.63555	149008
5.66883	150080
5.70211	151152
5.73539	152224
5.76867	153296
5.80195	154368
5.83523	155440
5.86851	156512
5.90179	157584
5.93507	158656
5.96835	159728
6.00163	160800
6.03491	161872
6.06819	162408
6.10147	163480
6.13475	164552
6.16803	165624
6.20131	166696
6.23459	167768
6.26787	168840
6.30115	169912
6.33443	170984
6.36771	172056
6.40099	173128
6.43427	174200
6.46755	175272
6.50083	176344
6.53411	177416
6.56739	178488
6.60067	179560
6.63395	180096
6.66723	181168
6.70051	182240
6.73379	183312
6.76707	184384
6.80035	185456
6.83363	186528
6.86691	187600
6.90019	188672
6.93347	189744
6.96675	190816
7.00003	191888
7.03331	192960
7.06659	194032
7.09987	195104
7.13315	196176
7.16643	197248
7.19971	197784
7.23299	198856
7.26627	199928
7.29955	201000
7.33283	202072
7.36611	203144
7.39939	204216
7.43267	205288
7.46595	206360
7.49923	207432
7.53251	208504
7.56579	209576
7.59907	210648
7.63235	211720
7.66563	212792
7.69891	213864
7.73219	214936
7.76547	215472
7.79875	216544
7.83203	217616
7.86531	218688
7.89859	219760
7.93187	220832
7.96515	221904
7.99843	222976
8.03171	224048
8.06499	225120
8.09827	226192
8.13155	227264
8.16483	228336
8.19811	229408
8.23139	230480
8.26467	231552
8.29795	232088
8.33123	233160
8.36451	234232
8.39779	235304
8.43107	236376
8.46435	237448
8.49763	238520
8.53091	239592
8.56419	240664
8.59747	241736
8.63075	242808
8.66403	243880
8.69731	244952
8.73059	246024
8.76387	247096
8.79715	248168
8.83043	249240
8.86371	249776
8.89699	250848
8.93027	251920
8.96355	252992
8.99683	254064
9.03011	255136
9.06339	256208
9.09667	257280
9.12995	258352
9.16323	259424
9.19651	260496
9.22979	261568
9.26307	262640
9.29635	263712
9.32963	264784
9.36291	265856
9.39619	266928
9.42947	267464
9.46275	268536
9.49603	269608
9.52931	270680
9.56259	271752
9.59587	272824
9.62915	273896
9.66243	274968
9.69571	276040
9.72899	277112
9.76227	278184
9.79555	279256
9.82883	280328
9.86211	281400
9.89539	282472
9.92867	283544
9.96195	284616
9.99523	285152
10.0285	286224
10.0618	287296
10.0951	288368
10.1284	289440
10.1616	290512
10.1949	291584
10.2282	292656
10.2615	293728
10.2948	294800
